Name,Cmpd number ,HTP Rank,Viable?,inherent CD86,inherent CD40,inherent MHCII,Keep?,Mods only MFI of BV421 (CD86),Mods only  MFI of AF488 (CD40),Mods only MFI of PE (MHCII),Pam3 MFI of BV421 (CD86),Pam3 MFI of AF488 (CD40),Pam3 MFI of PE (MHCII),Pam2 MFI of BV421 (CD86),Pam2 MFI of AF488 (CD40),Pam2 MFI of PE (MHCII),LPS MFI of BV421 (CD86),LPS MFI of AF488 (CD40),LPS MFI of PE (MHCII),Fla MFI of BV421 (CD86),Fla MFI of AF488 (CD40),Fla MFI of PE (MHCII),R848 MFI of BV421 (CD86),R848 MFI of AF488 (CD40),R848 MFI of PE (MHCII),cGAMP MFI of BV421 (CD86),cGAMP MFI of AF488 (CD40),cGAMP MFI of PE (MHCII),Poly IC MFI of BV421 (CD86),Poly IC MFI of AF488 (CD40),Poly IC MFI of PE (MHCII),Modulator only abs,Modulator only lum,Mods alone IL-1b (pg/mL),Mods alone IL-12 (pg/mL),Mods alone IP-10 (pg/mL),Mods Alone CCl4 (pg/mL),Mods Alone TNF (pg/mL),Mods Alone IFN-B (pg/mL),LPS - IL-1B,LPS - IL-12,LPS - IP-10,LPS-CCl4,LPS-TNF,LPS-IFN-B,PAM3 - IL-1B,PAM3 - IL-12,PAM3 - IP-10,PAM3- CCL4 - FOLD COUNTS,PAM3 - TNF,PAM3 - IFN-B,cGAMP - IL-1B,cGAMP - IL-12,cGAMP - IP-10 - fold counts,cGAMP CCL4 - Fold Counts,cGAMP - TNF,cGAMP - IFN-B,Fla - IL-1B,Fla - IL-12,Fla - IP-10,Fla-CCL4,Fla - TNF,Fla - IFN-B,R848 - IL-1B,R848 - IL-12,R848 - IP-10,R848 CCL4,R848 - TNF,R848 - IFN-B,PAM2 - IL-1B,PAM2 - IL-12,PAM2 - IP-10,PAM2 CCL4,Pam2 TNF,Pam2 - IFN-B,Poly IC - IL-1B,Poly IC - IL-12,Poly IC - IP-10,Poly IC- CCL4,Poly IC - TNF,Poly IC - IFN-B
Almorexant HCl,S2160,150,1,0,0,0,1,0.98958749,0.823230833,1.049104423,0.866242038,0.741531138,0.915211105,1.500593354,1.065927843,1.927685405,0.867769574,0.7278621,0.950456575,0.543146056,0.620438655,0.791710773,1.103341902,0.740634438,1.632424356,1.181231708,0.777814652,1.690742625,1.067542214,0.880269195,1.090027701,0.129,1788,0,0.8164397,124.612901,1583.33215,0.37170701,0,0,0.2039,0.37693054,1.56127409,0.48591859,0.97040072,0.24149401,0.32595771,6.80377284,0.7024973,0.6974213,0.68956876,0.07771682,0.52325,0.42514377,0.50346463,0.14839973,0.0167173,0.16102139,0.53385505,1648.14505,0.90039317,0.66748162,2.20020233,0.00567624,0.03153148,0.93051652,0.68908623,0.066839143,0,0.08956276,0.47827696,1.22290319,1.00101727,0.5864733,0,0.29059313,0,0.47339723,0.24300199,0.38610017,0
Clozapine ,S2459,151,1,0,0,0,1,1.167216921,0.930177654,1.024247594,0.888849018,1.081903779,0.948987854,0.985561709,0.977916195,1.047242016,1.135610555,1.01364129,1.919109511,0.458974991,0.746097117,0.66028825,1.190128535,1.016771264,1.544639522,1.42858042,0.748112503,1.855544252,1.125703565,1.093912511,1.054478301,0.137,1930,0,0.86566356,546.44443,1299.80005,0.06568955,0,1.90305467,1.63218,4.31562337,1.06578437,0.68267292,2.09875814,0.74134908,0.5335445,3.88806722,0.75366874,0.59683803,0.2506242,0.03012814,0.53022,0.92640618,0.60612256,1.02120244,0.35131446,0.35586055,0.40367179,2.44873094,0.78877772,0.62246524,0.57559907,0.15047361,0.26745002,0.84076131,0.83460773,0.316936364,0,0.21197077,0.82377103,364.620614,1.19452978,0.61735038,0,0.33621441,0,0.15375395,0.25192723,1.4770287,0
Manidipine,S2481,152,1,0,0,0,1,0.90599717,0.761848551,1.024978677,1.012649143,0.834961247,1.092886061,0.940466772,0.704983012,1.294272895,0.915587843,0.818067232,1.080257282,0.958318946,0.80375443,1.07434248,0.894395887,0.479276886,1.218901756,1.081536961,0.558782046,1.254323499,1.148843027,1.037381462,1.15143121,0.232,853,0,0.15733786,129.003597,1828.64635,1.11903397,0.0753343,0.04881194,1.17327,0.12135527,2.10804945,1.18483466,0.30980756,0.3214661,0.97890517,0.37247715,0.61109953,0.59498089,0.32962675,0.08359006,0.53044,0.09733144,0.49225134,1.11318883,0,0.52389798,0.39662219,0.5839286,0.76508148,0.86945523,0.15141202,0.03093236,0.08097628,0.93811912,0.63281889,0.098862697,0,0.99044285,1.37667153,0.72843464,1.13834896,0.91535558,0,0.37372708,0,0.07567157,0.26222136,0.67158648,0
"4-Demethylepipodophyllotoxin(NSC-122819,VM-26)",S2254,153,1,0,0,0,1,5.161919965,2.248716284,1.153649324,5.510361532,2.617731553,0.934181608,1.596420095,0.935690018,0.854051201,3.941633536,1.453780124,1.394447777,2.814344202,1.283593526,0.552072307,9.540771208,1.07708784,1.317519612,9.549926047,2.9157886,1.147168532,2.946841776,2.049066993,1.142197599,0.124,936,11.1770164,4.0345312,0,17349.6721,1.15333877,0.25603187,14.8866446,1.81283,0.04996058,0.17409437,2.71724608,1.57541487,4.01083532,0.2182854,0.00468737,0.36848682,0.20439662,0.08340041,17.578673,0.03611,1.42987789,2.2380965,1.2548347,0.90896891,9.8540506,0.11720302,0.00180936,0.62674575,0.27531117,0.74772967,0.16035491,0.00578613,0.56031415,0.01328646,0.011483581,0,11.1798329,0.4405667,0.17506583,0.8744146,0.38217545,0,7.69269585,0.74461592,0.65540634,6.95365237,1.96124375,0
Tubastatin A HCl,S2627,154,1,0,0,0,1,1.014185684,0.720769639,1.008163763,0.98465955,0.742938217,1.005436669,1.362935127,0.791295907,1.57719715,3.065796462,0.860836907,1.106945278,0.60423223,0.490278709,0.796107809,1.113624679,0.614560799,1.515875981,1.442175158,0.404546586,1.298067141,1.170106316,0.977179566,1.116805171,0.129,927,0.39012134,2.15035539,150.333228,1979.24217,1.02253883,0.09736052,0.99906151,0.25675,8.872773,0.79286568,0.65495453,1.23410923,0.51927047,0.25469895,0.8841452,0.66853289,0.48192652,0.12914517,0.6214037,0.10478,0.60992739,0.6531303,0.50734776,0.0554633,0.44398971,0.05132292,0.5764836,0.60801943,0.34325314,0.62600886,0.05684042,0.0997545,0.87739104,0.67410884,0.08735288,0,1.36244425,0.28025205,0.92550339,0.9463683,0.37823117,0,0.19898487,0,0.16017352,0.1583206,0.13711497,0
Conivaptan HCl ,S2116,155,1,0,0,0,1,1.049232667,1.055775246,1.092969416,0.988247959,0.965819683,0.940659341,1.03659019,0.727633069,1.271575614,1.097473285,0.772057431,1.490888489,0.553563853,0.672732497,0.747740412,1.467557841,1.369845996,1.339932761,1.000346162,0.720235626,0.935232282,1.06504065,0.908167635,1.109879963,0.139,1525,0,4.74066411,274.048761,2643.28074,0.30322444,0.07430381,0.96015987,1.32192,0.90155049,0.08669928,0.63420645,1.0478402,0.37519555,0.80370485,0.57418685,0.90298483,0.40600306,0.007762,1.16606772,0.17754,0.56387021,0.60986328,0.32879992,0.71384689,0.27483183,0.40417998,0.6135212,0.90130273,0.70757409,0.12375222,0.25174067,0.61015026,0.86184069,0.88805695,0.739572888,5.096775485,0.31884286,1.20277264,0.98543945,1.45714457,0.62597116,0,0.17910013,0,0.09283594,0.22433614,0.66794169,0
AZD8330,S2134,156,1,0,0,0,1,1.003083844,0.676857699,1.172657488,0.919709339,0.748988661,1.192365529,1.050534019,0.705063906,2.732119293,0.867769574,0.677834541,0.997160568,0.399072658,0.608466622,1.101213256,1.256760925,1.420309722,4.006723945,1.215218554,0.413009209,1.12885724,1.094434021,0.975711227,1.055401662,0.159,1401,0.29220635,15.2885373,416.401252,3570.39483,1.61918993,0.1430317,0.3038386,0.9862,2.05582712,1.01751632,0.35630323,1.34594674,0.23225802,0.06669414,1.20425571,0.39299208,0.17198988,0.01810099,0.12953459,0.21245,0.2467182,0.52257695,0.05056968,0.01843853,0.13960354,0.26121819,0.84276683,0.66612955,0.17076451,0,0.03236837,0.32989135,0.84091443,0.90710213,0.541178412,0.031719943,0.11054126,0.24694645,1.41170498,0.8009563,0.16860533,0,0.19325738,0.00620216,0.77348793,0.25972691,0.87342543,0
RAF265 (CHIR-265),S2161,157,1,0,0,0,1,0.848964191,0.696452812,0.978920434,0.778684848,0.661890412,1.011451706,0.59335443,0.326403495,1.081551861,0.761278582,0.535398564,1.365940145,0.34864105,0.419595824,0.657112613,0.865809769,0.507207574,1.286141203,0.96711458,0.27105285,1.115632418,1.12195122,0.831079841,1.006925208,0.391,2185,0,1.16808593,61.4963517,1006.6873,0.9648136,0,0.24664502,0.1626,0.26309602,0.57509565,0.51744414,0.7526714,0.18626838,0.01570355,0.31863525,0.21021745,0.0821784,0.17994927,0.10169051,0.23129,0.08821746,0.2921667,0,0.02816212,0.53720033,0.15558069,0.30071591,0.50832858,0.19109471,0,0.00869012,0.00700425,0.46729836,0.18055536,0.003350678,0,0.04896527,0.08248293,0.37107765,0.60643806,0.11910522,0,0.27493394,0.14386828,0.15642852,0.40268834,0.39910873,0
AST-1306,S2185,158,1,1,0,0,0,1.26321518,0.830077318,1.012550262,1.450076254,0.857333818,1.000347021,1.057357595,0.62400906,1.027183954,0.938470205,0.594757688,0.852196227,0.647442411,0.492481563,0.644165785,1.348894602,1.072375608,1.336944341,1.539226485,0.684145026,1.316378433,1.644777986,0.912572652,1.15143121,0.122,1829,0.87211403,2.62991247,463.351632,2288.40781,0.4376159,0.0343891,1.43907868,0.48756,0.74310401,0.93668085,1.15521476,1.08520171,0.92129232,0.36597702,1.45663164,0.65722113,0.67026665,0.57251599,0.96634101,0.06748,1.95838376,1.04920569,0.91456536,2.90615735,3.03298098,0.64429563,1.88267211,0.88867321,1.07790138,0,0.6558387,0.61163524,0.84545249,0.86811669,0.350906389,1.399314754,1.80035562,0.42004154,1.47666416,0.99633798,0.90736655,0,0.28159352,0,0.2879647,0.2507696,0.74079299,0
Manidipine 2HCl,S2482,159,1,0,0,0,1,0.893153866,0.900194771,1.176312904,0.815645465,0.534831092,0.976286871,0.912282437,0.844604433,1.264185801,1.029559608,0.687684527,0.977144571,0.531544419,0.611244134,0.834215455,0.963290488,0.547090196,1.674262234,0.963338264,0.36729445,1.01525941,1.303314572,1.058672377,1.243767313,0.102,872,0,17.6458276,1084.73549,12864.2258,2.18374186,0.196623,0,0.95531,0.11269463,0.04119854,1.29591429,2.45879863,0.46775714,0.91686413,0.30657145,0.68921786,0.71057351,0.17406505,1.0539947,1.09847,0.70875497,1.0946503,2.09373395,0.18219245,0.74936245,0.4614413,0.58145371,0.85047825,1.10423146,0,0.02458263,0.0638601,1.02053784,0.65982379,0.076972284,0,0.81284926,1.15581653,0.68600524,1.20215498,0.99868446,0,0.42740327,0,0.24844474,0.46480479,0.66284461,0
Lexibulin (CYT997),S2195,160,1,0,0,0,1,3.694518013,1.537390073,1.056415255,5.343500493,2.164792514,1.184037016,2.402788766,1.264196732,1.127474268,1.985338267,0.948709148,1.104519096,1.160400533,0.699454075,0.587492875,3.138920308,0.693040889,1.012327232,2.783900305,1.389529578,0.811122414,2.05003127,1.615907005,1.205909511,0.108,1395,13.3708422,5.15707504,251.507823,19399.8484,0.33813212,0.2813742,6.17132033,1.42829,0.27195455,1.03780647,2.211861,0.96119589,3.31476417,0.16084903,0.022623,0.51904893,0.20777457,0.13947516,4.66841708,0.00884,1.80434407,3.76315676,0.4772184,3.8796271,5.64668149,0.05336533,0.0338547,0.61909836,0.23677274,0.25365429,0.1362568,0.00272894,0.54453004,0.00830811,0.007456417,0,8.39929663,0.50709316,0.42497418,1.11485425,0.34881701,0,3.15621587,0.25953663,0,8.42443112,0.40476209,0
OSI-420,S2205,161,1,0,0,0,1,1.246453579,1.032638848,1.403314244,1.741096259,1.592392388,1.34551764,1.67681962,1.198268889,1.339139615,1.827948687,0.860318487,1.020815837,2.105223697,1.075375922,1.467877209,1.24874036,0.912159702,1.091520359,1.084558014,0.47847009,1.184130214,1.326454034,1.127684307,1.148199446,0.13,1731,0,5.06485678,254.443092,2090.24126,1.79600505,0.39164121,0.63703015,0.52584,0.36383297,0.72108103,1.11518279,1.02340451,1.59876211,0.8187377,0.18142153,0.46685441,0.61115549,0.17915625,0.05072146,0.63072,0.66750535,0.80032889,0.08319967,0.0873582,1.42033502,0.38992071,0.17197522,0.72405894,0.50909357,0.80951234,0.37901984,14.5262732,0.93492394,0.87832911,0.383305699,0,1.26486502,1.02111208,0.49054628,0.89360285,0.57985091,0,1.23881174,0.29060739,0,0.33661374,0.40621542,0
UK 383367,S2224,162,1,0,1,0,0,1.565141675,1.231423007,1.246131351,1.949941688,1.605759647,1.295546559,2.069620253,1.236693092,1.49854843,1.626261202,1.237469254,1.470872492,1.487614068,0.928646681,1.145916456,1.251413882,0.895109988,1.518490848,1.398747522,0.873226583,1.355374703,1.392120075,1.042520649,1.092336103,0.117,1697,0,31.8652016,0,1742.98017,2.64876707,0.01463153,4.00715994,0.71546,1.25502807,1.61515085,1.59678286,0.80432218,1.72837204,0.99475398,0.33248406,0.79967186,0.88335922,0.53220702,0.30030025,0.40517,0.95509168,0.91182106,0.71035259,0.69386769,0.87063781,0.61943213,0.29162639,0.85494427,0.80713291,0.50371447,9.36451973,0.24802459,0.92628713,0.68917757,0.116394543,0,1.38764239,0.47151129,0.57320191,1.06802594,0.54458474,0,0.66299267,0.01568103,0.24968425,0.30043548,0.17963202,0
Ibrutinib (PCI-32765),S2680,163,1,0,0,0,1,1.279323731,0.994156879,1.182161569,1.766932807,1.335600295,1.128513592,1.128856804,0.814026856,1.054631829,1.650610382,1.039821515,1.473905219,1.42700143,1.208409156,0.86206335,0.844421594,0.384689528,0.836757564,1.263555402,0.92541276,1.001356392,1.351469669,1.192291221,1.115420129,0.121,1269,1.39689704,15.0651359,233.970364,948.422555,0.50664885,0.12211826,10.69124,1.16958,0.44048728,0.91665652,2.26524936,1.32782836,1.44112236,0.38758191,0.86884491,0.798654,0.90173346,0.24546978,0.6962758,0.81576,1.94258493,0.9359674,0.54754111,4.78134667,0.92675639,0.70210219,1.22404378,0.73904379,0.85575211,0.89106736,0.13484523,0.03118041,1.01651749,0.70095734,0.056621396,0,4.71180176,0.43174405,1.43267545,1.66242897,1.1194871,0,0.49067515,0.19543916,0.09755522,0.23578244,0.53020035,1.1185091
A-966492,S2197,164,1,0,0,1,0,1.631752712,1.530779673,1.515169977,2.152327981,2.024928767,1.371891267,1.868473101,1.613250283,1.295856426,1.57902966,1.235136363,1.316809971,1.394564199,1.179963605,0.88404853,1.043907455,0.920855913,0.788195742,1.431601473,1.676346138,1.033570702,1.376485303,1.013888039,1.149584488,0.129,1961,0,0.79602034,92.1573962,1173.21638,0,0.21834113,0.30293922,1.84558,0.36093155,0.7521601,0.67408109,0.67698945,0.59282222,0.80939567,1.29296887,0.67412902,0.78898225,0.23063676,0.10521258,0.83557,0.18662977,0.75585332,0.1607414,0.01753806,0.38111988,0.6763706,0.36878138,0.73607336,0.96773946,0.56489056,0.09223229,0.6043398,0.93682012,0.84452001,0.195322504,0,0.64649475,1.53042298,0.88473599,0.93258016,0.90401774,0,0.19517871,0.14104628,0.10084827,0.41578169,0.57146929,0
PIK-293,S2207,165,1,0,0,0,1,1.301309727,1.022723249,1.303521384,1.349241949,1.231757795,1.097513013,1.11224288,0.837971202,1.093164423,1.581963296,1.133525984,1.169419449,0.877344251,0.933627047,0.826642782,1.179434447,0.909246685,1.130369817,1.194448815,1.348875799,0.91353001,1.200750469,0.997736311,1.015235457,0.127,1674,12.2272362,1.75397739,124.464069,1003.60376,0.12428584,0.0216678,0.4824715,0.77603,0.62375054,0.25805133,0.61134993,1.02534017,0.8286503,0.88999714,1.0943519,0.72694976,0.5826914,0.10777228,0.12952882,0.82698,0.26021037,0.77159074,0.56765032,0.04492417,0.91615849,0.711801,0.51336293,0.78287562,0.66909804,1.22711165,0.49695477,0.5767253,0.86303822,0.89028456,0.29161923,0,0.32775981,0.76197266,1.20520014,0.86831615,0.67269582,0,0.54795858,0.01823206,0.41440163,0.23384457,1.47299378,0
Colchicine,S2284,166,1,0,0,0,1,6.063781156,3.327391843,1.439502863,7.697497084,3.946577864,0.937883169,4.044600475,2.473143504,0.903668514,2.648926765,1.448207106,1.153042725,2.055975929,1.314337707,0.596286947,6.498303342,1.096922055,0.861412028,3.592031973,2.537874388,0.576805697,2.21575985,2.068889569,1.280240074,0.35,767,40.799481,7.36497571,323.950788,23037.8357,2.44972897,0.04716672,17.2065713,2.94955,0.09251312,0.46826966,3.88738001,1.05821561,5.2239678,0.40755866,0.01153767,0.41853006,0.30369848,0.21983801,47.0858941,0.29403,2.00434315,3.45758261,1.75126381,1.67746836,13.3904557,0.29609964,0,0.66338807,0.4610261,0.07599981,0.17413495,0.0083708,0.61172238,0.01527071,0.021579747,0,14.4742149,0.93345773,0.29810857,1.07455886,0.49919534,0,30.7383066,0.57697989,0.19920131,13.0337992,1.84672691,0
Luteolin,S2320,167,1,0,1,1,0,1.615426478,1.603494068,1.339344462,3.483627882,1.752658795,1.451012146,2.583168513,0.889580974,1.342834521,2.1568093,1.129767437,1.164567087,0.867044838,0.629920506,0.675677876,0.979537275,0.575063722,0.713485245,1.436133052,0.66373517,1.20176331,1.45340838,1.354542674,1.241920591,0.091,676,0,1.51467069,30.607766,1157.0833,0,0.09230959,1.77763181,2.28632,0.27493555,0.8987333,1.2865735,0.36775948,1.06095978,0.45716617,0.1066158,0.3602081,0.98509539,0.08064944,1.24842947,0.65269,0.39212372,0.53361449,0.87955327,0.00204736,0.82877894,0.32812361,0.18698615,0.63276662,0.77954106,0.4287266,0.32771158,0.04561713,0.84343735,0.48249968,1.203212711,0,1.34067666,0.59699805,0.35584627,0.82396733,1.75553972,0,0,0,0.2961017,0.29025674,0.09907862,0
AS-604850,S2681,168,1,0,0,0,1,1.243841382,1.136752641,1.191665651,1.230824437,1.254411782,0.93973395,1.026206487,0.943374858,1.272103457,1.630514974,0.928231546,1.05963474,0.578779658,0.655684321,0.598729745,1.042056555,0.864694669,1.100859171,1.03017906,0.677258774,1.051881994,1.041275797,0.922851025,1.074330563,0.118,993,0.55364531,6.01917752,0,1615.89315,0.46103313,0.14833749,0.48179528,0.80132,0.43432857,0.86751289,0.67727022,1.13262388,0.57387135,0.55220421,0.6449426,0.63851033,0.69943533,0.07138927,0.01264445,0.43463,0.25087423,0.50577884,1.15018962,0,0.43969192,0.45502241,0.64166319,0.74019271,0.76454015,0,0.54123658,0.24484147,0.80034968,0.7908193,0.799005689,0,0.76199803,0.60269038,1.01889235,0.95817475,0.60172981,0,0.32918262,0.11157355,0.05870212,0.21951144,1.05940658,0
CHIR-98014,S2745,169,1,0,0,1,0,1.451728767,1.519447559,1.424150116,1.487036871,1.414959605,1.501908618,1.727848101,1.395162595,2.007389813,1.005063746,0.833101421,1.016570019,0.663779411,0.759410018,0.777298266,1.408329049,0.643648125,1.483003362,1.082669856,1.124367377,0.99830451,1.508442777,1.676843071,1.417359187,0.172,1589,0.56327692,9.47534636,217.806412,13878.9648,1.50699762,0.07052458,0.74212639,0.20545,0.46822843,0.92323535,1.30102889,1.43569085,0.58308415,0.07936548,0.05519898,0.50440289,0.52081736,0.17831482,0.54563878,0.6605,0.38595859,0.96505925,1.92855042,0.35343146,0.62397531,0.27320587,0.05902418,0.75383646,0.76022289,0.36293838,0.06032804,0.07683572,0.86056395,0.70040129,0.141998683,0,1.89166144,0.24320299,0.70008996,1.49778517,0.81080731,0,0.53268036,0,0.25211978,1.30490704,0.37281219,0
Sirtinol,S2804,170,1,0,0,0,1,1.186155353,1.255031576,1.279030096,1.182739751,1.131995826,0.954540197,1.069521361,1.244539718,1.281076801,1.17257437,1.006772221,1.240991802,0.731850244,0.767359448,0.745786174,1.411002571,1.020412535,1.660814344,1.248072505,1.30979839,1.500847745,1.322076298,1.006546344,1.188827331,0.13,1001,0.21222714,6.075097,523.653484,3823.08758,0.55202752,0.01891659,1.46662609,2.48013,100,0.7599856,2.33102,5.59029839,1.27130665,0.67463461,2.89647273,0.75362332,0.66252006,0.62461288,0.31829637,0.66308,0.59278746,0.61958484,0.53968893,0.12593656,0.89663843,0.37522531,1.30570583,0.81600097,0.74899468,1.03747383,0.23303629,0.17181271,0.86896195,0.75230782,0.142721222,0,0.73392985,0.76516322,1.08910355,1.09548177,0.81525993,0,0.40406772,0,0.31986961,0.29403036,0.39482294,0
AT101,S2812,171,0,0,0,0,0,1.845517542,0.869031458,1.352138418,2.116443886,0.389198316,1.291844997,1.647448576,0.231111471,1.325943521,1.589737432,0.630787899,1.053569286,0.72794357,0.216550139,0.738213501,1.996709512,0.173838542,1.75494957,2.529754225,0.175640919,1.082400814,3.8630394,1.466870603,1.35687904,0.244,3596,6.40336431,0.47204522,121.830089,4965.69942,3.31630917,0.31532206,4.83172411,0,0.0339642,1.41938348,2.7804371,0.36601309,2.2605316,0.00560403,0.00124328,0.26233819,1.07198277,0.02205009,2.6599838,0,0.01651908,0.60119638,0.94242016,0.62031579,6.98082333,0.04621814,0.04351717,0.58242617,1.15328227,0,0.01648377,0.00019034,0.27921912,0.00087811,0.006240707,0,35.7533826,0.09827016,0.0829271,0.87969383,2.27156614,0,1.72264074,0,0.29084044,0.67983376,2.42680958,0
ML133 HCl,S2825,172,1,0,0,0,1,1.092333926,1.146904326,1.021688802,1.042791783,1.432688813,0.929091961,0.765130538,0.850833199,0.94378464,1.519916891,0.592424797,1.210664534,0.539949687,0.687098937,0.655158375,1.136246787,0.853256795,1.553231229,1.027913271,0.924251224,0.946422516,1.062539087,0.853839095,1.021698984,0.122,1066,0,0.44343734,1088.06422,2003.68802,0.92453602,0.14410972,0.88781268,0.96015,4.22161986,1.1828808,0.77779748,2.47770107,0.6207915,0.7794725,5.23740502,0.82595938,0.8511701,0.64851946,0.02937851,1.103,0.96763416,0.82538246,0.65125949,0.36938911,0.74494007,0.84106067,2.50932468,0.88224317,0.83369788,1.2638801,0.11598016,0.16013521,0.8714808,0.43705553,0.083969903,0,0.97160314,1.16267221,4.19469679,1.25946036,0.78946754,0,0.04703302,0.00051189,1.37893213,0.29220632,1.16918807,0
BI-D1870,S2843,173,1,0,0,0,1,1.148278489,1.326565543,1.031923967,2.175652642,2.394287255,1.649045691,0.871340981,0.568273742,1.298495645,0.879357437,0.942876919,0.981996934,0.406175702,0.577243559,0.639768748,1.168123393,0.735193951,1.307060142,0.938414577,0.367709284,0.987792472,1.041901188,1.0124197,1.041551247,0.14,1028,5.5117071,0.26468922,0,2675.44427,0.33331065,0.12065134,2.7515675,0,0.01086801,1.44320135,0.94816575,1.3531492,1.20418651,0.00026186,0.00381609,0.22892925,0.27917543,0,1.61934007,0,0.00394894,0.69990886,0.4450221,0,2.8255884,0.00066757,0.03494718,0.6374238,0.42861056,0,0.05489221,0.00423019,0.50105492,0,0.059968509,0,2.98941103,0.00839497,0,1.05315007,0.60151395,0,0.48180257,0,0.09254025,0.31699674,0.21738309,0
Berbamine (dihydrochloride),S3609,174,1,0,0,0,1,1.665493596,1.370949655,1.482271232,1.80604647,2.37501026,0.961017929,1.124703323,1.306746481,0.794404856,1.161133189,1.088682629,1.109371459,0.95843733,0.984963126,0.779985343,1.71722365,0.669736758,2.29025028,1.082669856,1.024890069,0.780264496,1.24452783,1.267910676,1.025854109,1.139,370,0,5.8204859,213.048317,5402.89297,1.03560908,0.33263563,2.01565499,0.85035,1.40553947,1.05734366,1.13546535,1.30048786,1.48612606,0.66297908,1.01234314,0.76564608,0.61681705,0.26769129,0.08212103,0.41164,0.94782119,0.83938685,0.32202344,2.16790565,0.40121428,0.61244791,0.96536427,0.8431921,0.94712972,0.77540081,0.58983403,0.11893262,0.85640134,0.46990971,0.060889316,0,1.00968132,1.07874832,1.44513713,1.4201389,0.8059538,0,0,0,0.38085589,0.44343698,0.7407404,0
A-205804,S2885,175,1,0,0,0,1,1.121721148,1.01493242,1.261484099,1.607966269,1.235416203,0.991093117,1.139537184,0.750525805,0.996569016,1.13517051,0.989534746,1.05174965,0.630513491,0.620534432,0.709388486,1.699537275,0.936706149,1.685468808,1.069452749,0.568738074,0.97287216,1.385866166,1.357479351,1.266851339,0.128,1563,0.6060208,10.4183791,245.96455,3904.74386,1.49464587,0.10521019,9.84136388,6.0103,5.82323833,2.75492722,1.04010124,2.23317317,0.66859035,0.9717243,2.02674605,0.7120735,0.52902913,0.08054294,0.5763493,1.13844,0.72153665,0.6387612,0.54779641,1.06302483,0.56683684,1.13515708,1.47401066,0.74985502,0.94315033,0.3156389,0.29637726,0.10718807,0.86876146,0.73988439,0.078995834,0,1.70449528,1.88677192,2.76569244,1.47213954,0.73373101,0,0.58927149,0.11744747,0.42929099,0.58570069,0.16387226,0
PF-477736,S2904,176,0,0,0,0,0,8.186191634,1.557693443,1.444620446,12.07428008,2.783063448,1.458415269,4.584849684,0.766219058,0.985484297,5.119781815,0.844636273,1.169419449,2.262437725,0.607029978,0.718426838,12.22107969,0.51042046,2.433694434,17.59083614,1.392848254,1.893523228,6.444027517,1.454389722,1.338411819,0.127,1066,29.6353031,0.60374245,0,6093.97043,1.49273193,0.22374738,20.8443103,0.31764,0.0306133,1.70632618,0.47327794,0.82396915,3.72992123,0.02534109,0.00021915,0.1922307,0.07185608,0.03527182,6.65069506,0.06227,0.03983875,0.69224801,0.27197376,0.19471254,10.0638211,0.01979613,0.02225299,0.49409108,0.15762275,0.51065824,0.08421586,0.00152548,0.37210319,0,0.00933786,0,18.7632985,0.17668525,0.0848037,0.60601112,0.37777371,0,2.762336,0,0.09725623,0.95734979,0.97692736,0
"Fedratinib (SAR302503, TG101348)",S2736,177,0,0,0,0,0,1.46239524,1.305790002,1.608017546,1.611195837,0.936271004,1.555118566,1.947389241,1.002265006,3.422538928,2.913540746,0.713605542,0.980783843,0.344971144,0.282635763,0.523247293,1.306940874,0.413434147,1.633545013,1.481071215,0.504189828,2.067480502,1.297686054,0.945610278,1.131578947,0.124,159,9.4436571,0.27016572,198.262869,8300.09795,1.26734353,0.0430317,42.494088,0,0.0513138,1.50824353,8.29669503,2.2290357,10.1597804,0,0.00228509,0.45686093,1.27445781,0,11.4683325,0,0.01671198,1.34618129,2.00684382,0.0004649,65.5554892,0,0.0203235,1.50134777,2.30418811,0.43478561,0.60977997,0.000052163,0.68343227,0,0.207645858,0,44.7470425,0,0.07266259,1.95242016,3.02355223,0,1.43400613,0.00180803,0.5768541,1.20964,1.58702972,0
